URN,LANAME,SCHNAME,OFSTEDRATING,STREET,LOCALITY,TOWN,ISPRIMARY,ISSECONDARY,ISPOST16,GENDER
147238,Barnet,Hasmonean High School for Girls,Good,2 - 4 Page Street,Mill Hill,London,0,1,1,Girls
147327,Wandsworth,Ravenstone Primary School,Good,Ravenstone Street,Balham,London,1,0,0,Mixed
147334,Kingston upon Thames,Robin Hood Primary and Nursery School,Good,Bowness Crescent,Kingston Vale,London,1,0,0,Mixed
147335,Newham,St Edward's Catholic Primary School,Good,Green Street,Upton Park,London,1,0,0,Mixed
147336,Newham,St Francis' Catholic Primary School,Good,Maryland Park,Stratford,London,1,0,0,Mixed
147337,Redbridge,Our Lady of Lourdes RC Primary School,Good,Chestnut Drive,Wanstead,London,1,0,0,Mixed
147355,Lewisham,Haberdashers' Hatcham Primary,Good,Hunsdon Road,,London,1,0,0,Mixed
147439,Greenwich,The John Roan School,Good,Westcombe Park Road,Blackheath,London,0,1,1,Mixed
147455,Merton,Liberty Woodland School,,Morden Lodge,Morden Hall Road,London,1,1,0,Mixed
147536,Enfield,AIM Academy North London,Good,34 Turin Road,,London,0,1,1,Mixed
147543,Lambeth,Harris Academy Clapham,Good,Clarence Avenue,,London,0,1,0,Mixed
147653,Hackney,Waterside Academy,Good,317-319 Kingsland Road,,London,0,1,0,Mixed
147706,Barnet,Childs Hill Primary School,Good,Dersingham Road,Cricklewood,London,1,0,0,Mixed
147732,Southwark,Arco Academy,,Camberwell Leisure Centre,Artichoke Place,London,0,1,0,Mixed
147793,Hammersmith and Fulham,Queensmill School,Good,1 Askham Road,Shepherds Bush,London,1,1,1,Mixed
147863,Ealing,Ark Soane Academy,Outstanding,Gunnersbury Lane,Ealing,London,0,1,1,Mixed
148003,Lewisham,Sedgehill Academy,Good,Sedgehill Road,Lewisham,London,0,1,1,Mixed
148012,Southwark,Charles Dickens Primary School,,Toulmin Street,,London,1,0,0,Mixed
148025,Newham,St Antony's Catholic Primary School,Good,Upton Avenue,Forest Gate,London,1,0,0,Mixed
148043,Croydon,Aya College (Educational Provision),Requires improvement,Holly Lodge,16 Edith Road,London,1,1,1,Mixed
148224,Newham,Eastlea Community School,Requires improvement,Pretoria Road,Canning Town,London,0,1,0,Mixed
148421,Barnet,Woodhouse College,Outstanding,Woodhouse Road,,London,0,0,1,Mixed
148438,Kensington and Chelsea,St Joseph's Catholic Primary School,Outstanding,Cadogan Street,,London,1,0,0,Mixed
148555,Lambeth,Harris Clapham Sixth Form,,73 Kings Avenue,,London,0,0,1,Mixed
148562,Kensington and Chelsea,Kensington Queensmill School,Good,Barlby Road,,London,1,1,1,Mixed
148574,Southwark,Lyndhurst Primary School,Good,Grove Lane,,London,1,0,0,Mixed
148614,Greenwich,Hawksmoor School,Good,Bentham Road,Thamesmead,London,1,0,0,Mixed
148615,Greenwich,Wingfield Primary School,Outstanding,Ensign Street,,London,1,0,0,Mixed
148623,Newham,School 360,Good,5 Sugar House Lane,,London,1,0,0,Mixed
148681,Tower Hamlets,Cyril Jackson Primary School,,Limehouse Causeway,,London,1,0,0,Mixed
148769,Tower Hamlets,Mulberry Canon Barnett Primary Academy,,Gunthorpe Street,Aldgate,London,1,0,0,Mixed
148772,Croydon,Beckmead College,Good,Tennison Road,,London,0,1,1,Mixed
148901,Newham,Rokeby School,,Barking Road,,London,0,1,0,Boys
148902,Newham,Lister Community School,,St Mary's Road,Plaistow,London,0,1,0,Mixed
148972,Newham,St Winefride's RC Primary School,Good,Church Road,Manor Park,London,1,0,0,Mixed
149084,Tower Hamlets,Mulberry Wood Wharf Primary School,,20 Brannan Street,Tower Hamlets,London,1,0,0,Mixed
149148,Tower Hamlets,Daffodil Preparatory School,,161 - 163 Commercial Road,,London,1,0,0,Mixed
149297,Richmond upon Thames,St Richard Reynolds Catholic High School,Outstanding,Clifden Road,Twickenham,London,0,1,1,Mixed
149298,Richmond upon Thames,St Richard Reynolds Catholic Primary School,Outstanding,Clifden Road,Twickenham,London,1,0,0,Mixed
149331,Lambeth,Heron Academy,,Heron Road,Herne Hill,London,0,1,1,Mixed
149346,Southwark,St Joseph's Catholic Primary School,,George Row,Bermondsey,London,1,0,0,Mixed
149369,Southwark,Notre Dame Catholic Girls' School,Requires improvement,118 St George's Road,,London,0,1,0,Girls
149431,Newham,Harris Science Academy East London,,Three Mill Lane,,London,0,1,1,Mixed
149488,Westminster,St Joseph's RC Primary School,Outstanding,Lanark Road,Maida Vale,London,1,0,0,Mixed
149543,Wandsworth,Ernest Bevin Academy,,Beechcroft Road,Tooting,London,0,1,1,Boys
149556,Lambeth,Streatham Wells Primary,Outstanding,50 Palace Road,,London,1,0,0,Mixed
149566,Camden,Odyssey House School - Bloomsbury,,45 Russell Square,,London,1,1,1,Mixed
149569,Wandsworth,Thomas's Putney Vale,Outstanding,Stroud Crescent,,London,0,1,0,Mixed
149604,Southwark,Dog Kennel Hill School,,Dog Kennel Hill,East Dulwich,London,1,0,0,Mixed
149605,Southwark,Rotherhithe Primary School,,61 Hawkstone Road,,London,1,0,0,Mixed
149632,Kensington and Chelsea,Holland Park School,,Airlie Gardens,,London,0,1,1,Mixed
149641,Hammersmith and Fulham,St John XXIII Catholic Primary School,,1 India Way,,London,1,0,0,Mixed
149683,Greenwich,Kidbrooke Park Primary School,,202a Holburne Road,,London,1,0,0,Mixed
149715,Wandsworth,London Park School Clapham,Outstanding,7-11 Nightingale Lane,,London,0,1,0,Mixed
149733,Barnet,Imperial College London Mathematics School,,C/O Woodhouse College,Woodhouse Road,London,0,0,1,
149762,Hammersmith and Fulham,First Bridge School,Good,"Unit 17, Block J1 Station Court",Imperial Wharf,London,1,0,0,Mixed
149777,Newham,Connaught Special School,,Kirton Road,,London,1,1,1,Mixed
149901,Hackney,Haggerston School,,Weymouth Terrace,Hackney,London,0,1,1,Mixed
149904,Southwark,Imperial Oak Preparatory School,,134a New Kent Road,Southwark,London,1,0,0,Mixed
149908,Greenwich,The Anchor Sendfriendly Centre,,3 North Road,Block E,London,1,1,1,Mixed
149917,Lambeth,Maypole School (Leigham Court),Good,76 Leigham Court Road,Streatham,London,1,1,1,Mixed
149926,Richmond upon Thames,St Osmund's Catholic Primary School,,Church Road,Barnes,London,1,0,0,Mixed
150055,Croydon,Harris Academy Beulah Hill,,Spurgeon Road,,London,0,1,1,Mixed
150068,Greenwich,Bannockburn Primary School,,Plumstead High Street,,London,1,0,0,Mixed
150082,Hammersmith and Fulham,St Augustine's RC Primary School,,Disbrowe Road,,London,1,0,0,Mixed
150274,Barnet,Menorah Primary School for Boys,,The Wohl Campus,1 - 3 the Drive,London,1,0,0,Boys
150298,Camden,Wildwood Nature School,,St Mary Brookfield Hall,York Rise,London,1,0,0,Mixed
150305,Westminster,Caelum House School,,"Kent House, Rutland Gardens",Knightsbridge,London,1,0,0,Mixed
150319,Lewisham,Prendergast School,,Adelaide Avenue,Brockley,London,0,1,1,Girls
150351,Lewisham,Prendergast Vale School,,Elmira Street,Lewisham,London,1,1,0,Mixed
150355,Barnet,Saracens Bell Lane,,Bell Lane,Hendon,London,1,0,0,Mixed
150380,Lambeth,South Bank University Sixth Form,,56 Brixton Hill,,London,0,0,1,Mixed
150439,Barnet,The London Mechina,,"Woodside Park Synagogue, Woodside Park Road",,London,0,1,1,Boys
150522,Islington,Pooles Park Primary School,,Lennox Road,Finsbury Park,London,1,0,0,Mixed
150550,Hackney,St Monica's Catholic Primary School,,43 Hoxton Street,,London,1,0,0,Mixed
150551,Southwark,St Anthony's Catholic Primary School,,Etherow Street,Dulwich,London,1,0,0,Mixed
150552,Lewisham,Our Lady and St Philip Neri Catholic Primary School,,208 Sydenham Road,,London,1,0,0,Mixed
150554,Tower Hamlets,St Anne's and Guardian Angels Catholic Primary School,,Underwood Road,Whitechapel,London,1,0,0,Mixed
150604,Hackney,Cardinal Pole Catholic School,,205 Morning Lane,Hackney,London,0,1,1,Mixed
150606,Tower Hamlets,Bishop Challoner Catholic School,,352 Commercial Road,,London,0,1,1,Mixed
150662,Tower Hamlets,Columbia Primary School,,Columbia Road,Bethnal Green,London,1,0,0,Mixed
150663,Enfield,Eldon Primary School,,Eldon Road,Edmonton,London,1,0,0,Mixed
150664,Newham,St Michael's Catholic Primary School,,Howard Road,East Ham,London,1,0,0,Mixed
150691,Lewisham,Conisborough College,,Conisborough Crescent,Catford,London,0,1,0,Mixed
150733,Lambeth,Burlington House School Tooting,,3 Garrads Road,Lambeth,London,0,1,0,Mixed
150750,Tower Hamlets,OMG Education,,4 Pinchin Street,,London,0,1,0,Mixed
150830,Lambeth,Loughborough Primary School,,Minet Road,Brixton,London,1,0,0,Mixed
150848,Brent,Wembley Manor,,Harlesden Road,,London,0,1,0,Mixed
150937,Southwark,St Michael's Catholic College,,Llewellyn Street,,London,0,1,1,Mixed
150999,Barnet,Dollis Primary School,,Pursley Road,Mill Hill,London,1,0,0,Mixed
151008,Kensington and Chelsea,St. Thomas More Language College,,Cadogan Street,,London,0,1,0,Mixed
151009,Lewisham,St James's Hatcham Church of England Primary School,,St James's,New Cross,London,1,0,0,Mixed
151010,Lewisham,St Michael's Church of England Primary School,,Champion Road,Sydenham,London,1,0,0,Mixed
151011,Lewisham,St Stephen's CofE Primary School,,Albyn Road,Deptford,London,1,0,0,Mixed
151013,Tower Hamlets,Hermitage Primary School,,Vaughan Way,,London,1,0,0,Mixed
151014,Barnet,Osidge Primary School,,Chase Side,Southgate,London,1,0,0,Mixed
151110,Brent,St Mary's RC Primary School,,Canterbury Road,,London,1,0,0,Mixed
151204,Lewisham,The Anchor SENDfriendly Centre,,303 Hither Green Lane,Lewisham,London,1,1,1,Mixed
151310,Westminster,Millbank Gardens Primary Academy,,Erasmus Street,,London,1,0,0,Mixed
151311,Greenwich,Windrush Charlton Primary School,,775 Woolwich Road,,London,1,0,0,Mixed
